docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions
31099092,e-k,2007-2011,Unknown,Low,Unknown,['None']
31099785,a-d,2007-2011,Unknown,Medium-Low,Unknown,['South-eastern Asia']
31100302,l-r,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31100726,l-r,2007-2011,Unknown,Low,Unknown,['South America']
31100830,e-k,2007-2011,Unknown,Medium-High,Unknown,['None']
31101380,e-k,2007-2011,Unknown,Medium-High,Unknown,['None']
31102320,e-k,2007-2011,20th century,Medium-Low,Unknown,['None']
31103196,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31103684,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31104261,s-,2007-2011,Unknown,Low,Unknown,['Northern America']
31104549,l-r,2007-2011,20th century,Medium-Low,Unknown,['Northern Europe']
31105437,e-k,2007-2011,20th century,Low,Unknown,['None']
31108128,s-,2007-2011,20th century,Low,Man,['None']
31110204,e-k,2007-2011,20th century,Medium-Low,Unknown,['Western Europe']
31110570,a-d,2007-2011,20th century,Medium-Low,Unknown,['None']
31110728,e-k,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31110837,s-,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31113065,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31115969,e-k,2007-2011,Pre-1900s,Low,Man,['None']
31116409,a-d,2007-2011,20th century,Low,Unknown,['None']
31116760,l-r,2007-2011,20th century,Low,Unknown,['None']
31118216,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['Western Europe']
31120026,a-d,2007-2011,21st century,Low,Unknown,['Southern Asia']
31122232,s-,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31122261,a-d,2007-2011,21st century,Medium-High,Unknown,['Western Europe']
31122376,l-r,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31122498,e-k,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31125051,a-d,2007-2011,Unknown,Medium-High,Unknown,['None']
31126601,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31126762,l-r,2007-2011,Unknown,Low,Unknown,['Australia and New Zealand']
31126970,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None']
31128452,l-r,2007-2011,Unknown,High,Unknown,['None']
31128908,l-r,2007-2011,20th century,Low,Unknown,['None']
31130577,s-,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31130661,l-r,2007-2011,Unknown,Low,Unknown,['None']
31132758,l-r,2007-2011,20th century,Low,Unknown,['Northern Europe']
31133925,s-,2007-2011,20th century,Low,Unknown,['Northern America']
31134318,a-d,2007-2011,Pre-1900s,Medium-Low,Man,['None']
31134395,e-k,2007-2011,20th century,Low,Man,['Northern America']
31134610,s-,2007-2011,Unknown,Medium-Low,Unknown,['Northern America']
31135046,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31135195,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31135381,a-d,2007-2011,Pre-1900s,Low,Man,['Western Europe']
31135441,e-k,2007-2011,Unknown,Low,Unknown,['None']
31136088,s-,2007-2011,Unknown,Low,Unknown,['Melanesia']
31136807,l-r,2007-2011,Unknown,Medium-High,Unknown,['None']
31137005,l-r,2007-2011,Unknown,Low,Unknown,['None']
31137985,l-r,2007-2011,20th century,Low,Unknown,['Western Europe']
31138323,l-r,2007-2011,20th century,Low,Unknown,['Northern Europe']
31138370,l-r,2007-2011,20th century,Low,Unknown,['Northern Europe']
31139689,l-r,2007-2011,Unknown,Low,Unknown,['Western Africa']
31140495,e-k,2007-2011,Unknown,Low,Unknown,['None']
31141207,a-d,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31141574,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31141810,e-k,2007-2011,20th century,Medium-Low,Man,['Southern Asia']
31141838,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31143100,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31143261,a-d,2007-2011,Unknown,Low,Unknown,['None']
31143654,e-k,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31144393,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31144460,a-d,2007-2011,Unknown,Low,Unknown,['Northern America']
31145057,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31145125,s-,2007-2011,Unknown,Medium-Low,Unknown,['None']
31145266,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31146140,e-k,2007-2011,Pre-1900s,Low,Unknown,['Western Europe']
31149364,a-d,2007-2011,20th century,Medium-Low,Unknown,['Northern America']
31150119,e-k,2007-2011,Unknown,Low,Unknown,['Northern America']
31151888,s-,2007-2011,Unknown,Low,Unknown,['None']
31153716,e-k,2007-2011,Unknown,Low,Unknown,['None']
31154314,a-d,2007-2011,20th century,Low,Man,"['Northern Europe', 'South America']"
31155304,a-d,2007-2011,Unknown,Low,Unknown,['None']
31155725,a-d,2007-2011,Pre-1900s,Low,Unknown,['None']
31156825,a-d,2007-2011,Pre-1900s,Low,Man,['Northern America']
31156940,l-r,2007-2011,Pre-1900s,Low,Man,['Northern America']
31157107,e-k,2007-2011,Pre-1900s,Low,Man,['Northern America']
31161607,s-,2007-2011,Unknown,Low,Unknown,['None']
31161922,s-,2007-2011,20th century,Medium-Low,Man,['Northern America']
31162399,e-k,2007-2011,Unknown,Low,Unknown,['None']
31162585,l-r,2007-2011,Unknown,Low,Unknown,['None']
31163347,s-,2007-2011,20th century,Medium-Low,Unknown,['None']
31163585,e-k,2007-2011,Pre-1900s,Low,Man,['Northern America']
31163636,l-r,2007-2011,Pre-1900s,Low,Man,['Northern America']
31163703,a-d,2007-2011,Pre-1900s,Low,Man,['Northern America']
31163779,l-r,2007-2011,Pre-1900s,Low,Man,['Northern America']
31164107,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31164590,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31166402,l-r,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31166521,l-r,2007-2011,20th century,Low,Man,['None']
31167087,s-,2007-2011,20th century,Medium-Low,Unknown,['Northern America']
31168363,l-r,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31168782,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31169084,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31169690,a-d,2007-2011,Unknown,Low,Unknown,['None']
31169863,l-r,2007-2011,Pre-1900s,Low,Man,['Northern Europe']
31170020,l-r,2007-2011,Unknown,Low,Unknown,['Western Asia']
31170106,s-,2007-2011,Pre-1900s,Low,Man,['None']
31170268,e-k,2007-2011,21st century,Medium-Low,Unknown,['Western Asia']
31172030,l-r,2007-2011,Unknown,Low,Unknown,['None']
31173130,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31173223,s-,2007-2011,20th century,Medium-Low,Unknown,['None']
31173541,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31174205,s-,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Europe']
31174244,e-k,2007-2011,20th century,Low,Man,['Eastern Asia']
31175275,s-,2007-2011,21st century,Low,Unknown,['Northern Africa']
31175440,a-d,2007-2011,20th century,Medium-Low,Man,['South-eastern Asia']
31176523,a-d,2007-2011,Unknown,Low,Unknown,['None']
31177864,s-,2007-2011,Unknown,Low,Unknown,['Northern America']
31179567,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31180532,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31181158,e-k,2007-2011,Unknown,Low,Unknown,['None']
31181423,e-k,2007-2011,Unknown,Low,Unknown,['None']
31181722,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31181772,e-k,2007-2011,20th century,Low,Unknown,['Northern America']
31182426,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['Eastern Europe']
31182769,a-d,2007-2011,20th century,Low,Unknown,['None']
31183933,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe']
31187479,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe']
31187664,l-r,2007-2011,21st century,Medium-Low,Unknown,['None']
31189113,s-,2007-2011,Unknown,Low,Unknown,['South-eastern Asia']
31189482,l-r,2007-2011,Unknown,Low,Unknown,['None']
31191651,e-k,2007-2011,Unknown,Low,Unknown,['None']
31191995,s-,2001-2006,Unknown,Low,Unknown,['Central America']
31192279,e-k,2007-2011,Unknown,Low,Man,['None']
31192895,a-d,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31193229,e-k,2007-2011,20th century,Low,Man,['Northern Europe']
31196262,s-,2007-2011,20th century,Low,Unknown,['None']
31197101,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31199466,s-,2007-2011,Unknown,Low,Man,['Northern Europe']
31199861,a-d,2007-2011,Pre-1900s,Low,Unknown,['Western Europe']
31200435,s-,2007-2011,20th century,Low,Unknown,['None']
31200849,l-r,2007-2011,20th century,Low,Man,['Southern Europe']
31201861,s-,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31202203,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31210325,a-d,2007-2011,Unknown,Low,Unknown,['None']
31211041,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31211271,l-r,2007-2011,20th century,Low,Man,['Southern Europe']
31211736,a-d,2007-2011,21st century,Low,Man,['Eastern Africa']
31211905,e-k,2007-2011,Unknown,Low,Unknown,"['Northern Europe', 'Western Europe']"
31213324,s-,2007-2011,20th century,Low,Unknown,['Western Europe']
31214269,a-d,2007-2011,Unknown,Low,Unknown,['Northern America']
31214279,s-,2007-2011,Pre-1900s,Low,Unknown,['Northern America']
31215234,e-k,2007-2011,Pre-1900s,Low,Man,['None']
31215725,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31216089,s-,2007-2011,Pre-1900s,Low,Man,['Northern America']
31217540,e-k,2007-2011,Pre-1900s,Low,Man,['South America']
31218199,e-k,2007-2011,Pre-1900s,Low,Man,['Western Europe']
31219113,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31219336,s-,2007-2011,Unknown,Low,Unknown,['None']
31219506,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31219964,a-d,2007-2011,20th century,Medium-Low,Unknown,['Northern America']
31219965,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31221515,a-d,2007-2011,20th century,Low,Man,['None']
31222327,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31222418,e-k,2007-2011,20th century,Low,Man,['Northern America']
31222497,l-r,2007-2011,20th century,Low,Man,['Northern America']
31222626,e-k,2007-2011,Pre-1900s,Low,Unknown,['Southern Asia']
31222888,l-r,2007-2011,Pre-1900s,Low,Unknown,['None']
31223556,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31224019,s-,2007-2011,20th century,Low,Unknown,['Northern America']
31225479,e-k,2007-2011,Unknown,Low,Unknown,['None']
31226501,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31227155,e-k,2007-2011,Unknown,Low,Unknown,['None']
31228698,s-,2007-2011,21st century,Medium-Low,Unknown,['Northern Africa']
31228868,a-d,2007-2011,20th century,Low,Unknown,['None']
31228944,s-,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31229022,e-k,2007-2011,Unknown,Low,Unknown,['None']
31229519,s-,2007-2011,20th century,Medium-Low,Unknown,['None']
31230141,l-r,2007-2011,Unknown,Medium-High,Unknown,['None']
31230541,s-,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Asia']
31230812,s-,2007-2011,20th century,Low,Unknown,['Northern America']
31230867,l-r,2007-2011,21st century,Medium-Low,Unknown,['Northern Europe']
31230873,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31230887,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31231695,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31231713,l-r,2007-2011,Unknown,Low,Unknown,['None']
31231773,s-,2007-2011,20th century,Low,Unknown,['Northern America']
31233315,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Western Asia']
31233358,l-r,2007-2011,20th century,Low,Man,['None']
31233654,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Western Europe']
31234487,e-k,2007-2011,21st century,Medium-Low,Unknown,['Western Asia']
31234728,s-,2007-2011,20th century,Low,Man,['Northern Africa']
31235644,a-d,2007-2011,21st century,Low,Unknown,['Northern America']
31236340,s-,2007-2011,Pre-1900s,Low,Unknown,['Southern Europe']
31238161,e-k,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31238753,e-k,2007-2011,Unknown,Low,Unknown,['None']
31238868,a-d,2007-2011,Unknown,Low,Unknown,['None']
31240708,s-,2007-2011,20th century,Low,Man,['None']
31241275,s-,2007-2011,20th century,Low,Man,['None']
31242638,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None']
31242656,a-d,2007-2011,20th century,Low,Woman,['None']
31244097,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31244491,a-d,2007-2011,Unknown,Low,Unknown,['None']
31244820,e-k,2007-2011,Pre-1900s,Low,Man,['None']
31244992,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Western Europe']
31245289,e-k,2007-2011,20th century,Low,Unknown,['Northern America']
31246361,l-r,2007-2011,20th century,Low,Man,['Northern America']
31247125,l-r,2007-2011,Unknown,Low,Unknown,['None']
31247312,l-r,2007-2011,Unknown,Low,Unknown,['None']
31248386,l-r,2007-2011,20th century,Low,Man,['South-eastern Asia']
31251467,l-r,2007-2011,Unknown,Low,Unknown,['None']
31251644,l-r,2007-2011,Unknown,Low,Unknown,['None']
31252140,s-,2007-2011,20th century,Low,Unknown,['None']
31252250,a-d,2007-2011,Pre-1900s,Low,Unknown,['None']
31253572,e-k,2007-2011,20th century,Low,Man,['Northern Europe']
31255723,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None']
31256499,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31256756,a-d,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31258356,e-k,2007-2011,20th century,Low,Man,['Northern America']
31258709,e-k,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31259345,l-r,2007-2011,20th century,Low,Man,['South-eastern Asia']
31260105,a-d,2007-2011,20th century,Low,Unknown,['Northern America']
31261522,a-d,2007-2011,20th century,Low,Unknown,['None']
31261886,a-d,2007-2011,21st century,Low,Unknown,['Northern America']
31261917,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31262094,e-k,2007-2011,Unknown,Low,Unknown,['Northern America']
31262118,s-,2007-2011,Unknown,Low,Unknown,['None']
31262577,a-d,2007-2011,Pre-1900s,Low,Man,['None']
31262660,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31265902,l-r,2007-2011,20th century,Low,Unknown,['Western Asia']
31267898,l-r,2007-2011,Unknown,Low,Unknown,['None']
31270637,a-d,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31271272,a-d,2007-2011,21st century,Low,Unknown,['Northern Africa']
31271669,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31272471,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31272502,s-,2007-2011,Unknown,Low,Unknown,['None']
31272975,a-d,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31273130,a-d,2007-2011,Unknown,Low,Unknown,['Northern America']
31273199,s-,2007-2011,Unknown,Low,Unknown,['Western Europe']
31273681,s-,2007-2011,Unknown,Low,Unknown,['None']
31273797,l-r,2007-2011,Unknown,Low,Unknown,['Western Europe']
31273916,l-r,2007-2011,20th century,Medium-Low,Woman,['None']
31274389,s-,2007-2011,Unknown,Low,Unknown,['None']
31274884,e-k,2007-2011,20th century,Medium-High,Man,['Western Europe']
31274985,l-r,2007-2011,Unknown,Low,Unknown,['None']
31275214,s-,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31276455,l-r,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31276772,s-,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31277169,a-d,2007-2011,Unknown,Low,Man,['None']
31277244,e-k,2007-2011,20th century,Low,Man,['None']
31280742,l-r,2007-2011,Unknown,Low,Unknown,['Western Europe']
31280852,e-k,2007-2011,Unknown,Low,Unknown,['Southern Africa']
31281597,e-k,2007-2011,Pre-1900s,Low,Unknown,['Southern Asia']
31281624,a-d,2007-2011,20th century,Low,Unknown,['None']
31282022,a-d,2007-2011,Unknown,Medium-High,Unknown,['None']
31282970,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31283025,l-r,2007-2011,20th century,Low,Man,['Southern Europe']
31283405,l-r,2007-2011,Unknown,Medium-High,Unknown,['Northern America']
31284404,e-k,2007-2011,Unknown,Low,Unknown,['None']
31284689,e-k,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31285552,l-r,2007-2011,20th century,Low,Man,['None']
31285644,a-d,2007-2011,20th century,Low,Man,['None']
31287135,e-k,2007-2011,Unknown,Low,Unknown,['None']
31287666,e-k,2007-2011,Unknown,Low,Unknown,['None']
31288594,e-k,2007-2011,Unknown,Low,Unknown,['Northern America']
31291860,a-d,2007-2011,Unknown,Low,Unknown,['None']
31294170,l-r,2007-2011,21st century,Low,Unknown,['Eastern Europe']
31294177,a-d,2007-2011,Unknown,Low,Unknown,['Western Europe']
31295146,e-k,2007-2011,Unknown,Low,Unknown,['None']
31295425,l-r,2007-2011,20th century,Low,Man,['Northern America']
31295444,a-d,2007-2011,Pre-1900s,Low,Man,['None']
31295574,e-k,2007-2011,20th century,Low,Unknown,['Western Europe']
31295735,s-,2007-2011,Unknown,Low,Unknown,['None']
31295769,l-r,2007-2011,Unknown,Low,Unknown,['Western Europe']
31295808,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Northern America']
31296016,e-k,2007-2011,21st century,Low,Unknown,['None']
31297449,l-r,2007-2011,Unknown,Low,Unknown,"['Northern Europe', 'Eastern Europe']"
31298984,a-d,2007-2011,Unknown,Low,Unknown,['South America']
31299170,e-k,2007-2011,Unknown,Low,Unknown,['South America']
31299293,l-r,2007-2011,Unknown,Low,Unknown,['South America']
31299317,s-,2007-2011,Unknown,Medium-Low,Unknown,['None']
31300144,a-d,2007-2011,Pre-1900s,Medium-High,Unknown,['Southern Asia']
31300167,e-k,2007-2011,Unknown,Low,Unknown,['None']
31300325,e-k,2007-2011,Unknown,Low,Unknown,['None']
31300572,e-k,2007-2011,20th century,Low,Man,['Northern America']
31300618,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31301394,l-r,2007-2011,Unknown,Low,Unknown,['Western Africa']
31301476,l-r,2007-2011,20th century,Low,Unknown,['Northern Europe']
31301833,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Northern America']
31304077,a-d,2007-2011,20th century,Low,Unknown,['Western Asia']
31304091,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31304129,a-d,2007-2011,21st century,Low,Man,['Eastern Africa']
31305834,a-d,2007-2011,20th century,Medium-High,Unknown,['None']
31305916,a-d,2007-2011,Unknown,Medium-High,Unknown,['None']
31306120,e-k,2007-2011,20th century,Low,Man,['None']
31306990,e-k,2007-2011,20th century,Low,Man,['Western Asia']
31308618,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None']
31308829,l-r,2007-2011,Unknown,Medium-High,Unknown,['None']
31310712,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31311995,e-k,2007-2011,Unknown,High,Unknown,['None']
31312395,s-,2007-2011,Unknown,Medium-High,Unknown,['None']
31312574,s-,2007-2011,Pre-1900s,Low,Man,['None']
31313601,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe']
31313944,e-k,2007-2011,20th century,Low,Man,['None']
31314793,l-r,2007-2011,Unknown,Low,Unknown,['None']
31314848,l-r,2007-2011,20th century,Low,Man,['None']
31314873,l-r,2007-2011,Unknown,Medium-High,Unknown,['Northern America']
31315068,e-k,2007-2011,20th century,Low,Man,['Southern Europe']
31315843,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31316351,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['None']
31317154,a-d,2007-2011,20th century,Low,Unknown,['None']
31317281,e-k,2007-2011,Unknown,Low,Man,['None']
31319135,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America']
31319331,a-d,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31319336,a-d,2007-2011,Unknown,Medium-High,Unknown,['Northern America']
31320114,a-d,2007-2011,21st century,Medium-Low,Unknown,['Eastern Asia']
31320325,e-k,2007-2011,Unknown,Low,Unknown,['None']
31321948,e-k,2007-2011,20th century,Low,Man,['None']
31323293,l-r,2007-2011,Unknown,Medium-High,Unknown,['None']
31323757,s-,2007-2011,20th century,Medium-Low,Unknown,['Northern America']
31323956,e-k,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31324277,a-d,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31324348,a-d,2007-2011,Unknown,Low,Unknown,['None']
31324468,e-k,2007-2011,Unknown,Low,Unknown,['Northern America']
31324488,s-,2007-2011,Unknown,Low,Unknown,['None']
31324494,s-,2007-2011,Unknown,Low,Unknown,['Northern America']
31324504,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31324533,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe']
31325259,a-d,2007-2011,20th century,Low,Unknown,['None']
31326587,l-r,2007-2011,Unknown,High,Unknown,['None']
31326689,a-d,2007-2011,20th century,Low,Man,['Southern Asia']
31326852,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None']
31327049,a-d,2007-2011,Unknown,Low,Unknown,['Northern America']
31327971,e-k,2007-2011,21st century,Low,Unknown,['Western Asia']
31328029,e-k,2007-2011,Unknown,Low,Unknown,['Australia and New Zealand']
31328456,s-,2007-2011,Unknown,Low,Unknown,['Northern America']
31330024,l-r,2007-2011,Unknown,Low,Unknown,['None']
31330377,l-r,2007-2011,Unknown,Low,Unknown,['Southern Europe']
31330713,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe']
31330773,a-d,2007-2011,Pre-1900s,Low,Man,['None']
31330793,e-k,2007-2011,Unknown,Low,Unknown,['None']
31330852,l-r,2007-2011,Unknown,Low,Unknown,['None']
31331029,e-k,2007-2011,Unknown,Low,Unknown,['None']
31331058,a-d,2007-2011,Pre-1900s,Low,Man,['None']
31331925,s-,2007-2011,Unknown,Medium-High,Unknown,['None']
31331967,e-k,2007-2011,21st century,Medium-High,Unknown,['Northern America']
31332746,a-d,2007-2011,20th century,Low,Unknown,['None']
31333172,l-r,2007-2011,20th century,Low,Unknown,['Northern America']
31333356,a-d,2007-2011,Unknown,Low,Unknown,['None']
31333376,s-,2007-2011,Unknown,Medium-Low,Unknown,['Northern America']
31333482,a-d,2007-2011,Unknown,High,Unknown,['None']
31333545,a-d,2007-2011,Pre-1900s,Low,Unknown,['None']
31334019,s-,2007-2011,20th century,Low,Unknown,['Northern America']
31334067,s-,2007-2011,Pre-1900s,Low,Unknown,['Southern Europe']
31334287,s-,2007-2011,20th century,Low,Unknown,['Northern America']
31334326,a-d,2007-2011,Unknown,Low,Unknown,['None']
31336186,e-k,2007-2011,Unknown,Low,Unknown,['None']
31336654,e-k,2007-2011,Unknown,Low,Unknown,['None']
31336861,e-k,2007-2011,Unknown,Low,Unknown,['None']
31337273,e-k,2007-2011,20th century,Low,Man,['Northern America']
31337683,s-,2007-2011,20th century,Medium-Low,Unknown,['Northern Europe']
31337919,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Central America']
31338331,e-k,2007-2011,Unknown,Low,Unknown,['None']
31339458,e-k,2007-2011,Unknown,Low,Unknown,['Southern Asia']
31339515,s-,2007-2011,Pre-1900s,Low,Unknown,['Southern Europe']
31339575,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Europe']
31339624,l-r,2007-2011,20th century,Low,Man,['Southern Europe']
31341034,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31341189,e-k,2007-2011,Unknown,Low,Unknown,['None']
31341796,l-r,2007-2011,20th century,Medium-Low,Man,['Western Asia']
31342019,a-d,2007-2011,Pre-1900s,Low,Unknown,['None']
31342282,e-k,2007-2011,Unknown,Low,Unknown,['None']
31342352,a-d,2007-2011,Unknown,Low,Unknown,['Northern America']
31342584,a-d,2007-2011,20th century,Medium-Low,Unknown,['Western Europe']
31342917,e-k,2007-2011,Unknown,Low,Unknown,['None']
31342930,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31344287,e-k,2007-2011,Unknown,Low,Unknown,['None']
31346731,e-k,2007-2011,Unknown,Low,Unknown,['None']
31346808,e-k,2007-2011,Unknown,Medium-High,Unknown,['Northern America']
31346930,s-,2007-2011,Unknown,Medium-High,Unknown,['None']
31347054,e-k,2007-2011,Unknown,Low,Unknown,['None']
31347189,a-d,2007-2011,20th century,Low,Unknown,['Australia and New Zealand']
31347721,e-k,2007-2011,Unknown,Low,Unknown,['None']
31347934,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31348232,e-k,2007-2011,Unknown,Low,Unknown,['None']
31350163,s-,2007-2011,Unknown,Low,Unknown,['Western Europe']
31350249,s-,2007-2011,Unknown,Medium-Low,Unknown,['None']
31350548,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe']
31351900,l-r,2007-2011,20th century,Low,Man,['None']
31351956,e-k,2007-2011,Unknown,Low,Unknown,['None']
31352129,a-d,2007-2011,Unknown,Low,Unknown,['South America']
31353309,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31353907,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31353949,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31354014,a-d,2007-2011,Unknown,Low,Unknown,['Northern Europe']
31354240,s-,2007-2011,Unknown,Low,Unknown,['None']
31354733,l-r,2007-2011,Unknown,Low,Unknown,['None']
31354824,l-r,2007-2011,Unknown,Medium-High,Unknown,['Northern America']
31354981,e-k,2007-2011,Pre-1900s,Medium-High,Unknown,['Northern America']
31355151,s-,2007-2011,Unknown,Low,Unknown,['None']
31357855,a-d,2007-2011,Unknown,Low,Unknown,['None']
31357995,l-r,2007-2011,Unknown,Low,Unknown,['None']
31359137,a-d,2007-2011,20th century,Low,Unknown,['None']
31359379,l-r,2007-2011,20th century,Low,Man,['Western Africa']
31359533,s-,2007-2011,Unknown,Medium-Low,Unknown,['None']
31362083,l-r,2007-2011,Unknown,Low,Unknown,['None']
31362185,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None']
31362228,s-,2007-2011,20th century,Medium-Low,Man,['None']
31363401,a-d,2007-2011,Pre-1900s,Low,Man,['None']
31364217,s-,2007-2011,Pre-1900s,Low,Man,['None']
31365213,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None']
31366116,l-r,2007-2011,Unknown,Low,Unknown,['Northern America']
31366417,e-k,2007-2011,Unknown,Low,Unknown,['None']
31366418,s-,2007-2011,Unknown,Medium-Low,Unknown,['Southern Asia']
31367069,a-d,2007-2011,Unknown,Low,Unknown,['Australia and New Zealand']
31367532,s-,2007-2011,Unknown,Low,Unknown,['None']
31367679,a-d,2007-2011,20th century,Low,Man,['Northern Europe']
31367801,e-k,2007-2011,Unknown,Low,Unknown,['None']
31367815,a-d,2007-2011,20th century,Low,Man,['None']
31368833,l-r,2007-2011,20th century,Low,Man,['Northern Europe']
31369046,l-r,2007-2011,Unknown,Low,Unknown,['None']
31369222,a-d,2007-2011,20th century,Low,Man,['Northern Europe']
31369356,l-r,2007-2011,20th century,Low,Man,['None']
31370024,s-,2007-2011,Pre-1900s,Low,Man,['None']
31370373,e-k,2007-2011,Pre-1900s,Low,Man,['Southern Europe']
